Epoch,Train Loss,Validation Loss
64,0.0026844520574716263,0.017113695639954317
65,0.0043044600382736425,0.012982007356301423
66,0.0017641591889992119,0.010597856563796837
67,0.0014192500890851379,0.014423441740551166
68,0.0011634448912371052,0.011365404688856669
69,0.0010052952796091074,0.01188656550440346
70,0.0011141466973673714,0.011653799559950592
71,0.0014331245040186133,0.012552731493044467
72,0.0015704133561131922,0.012429049929663066
73,0.0011022984201447894,0.011186936561624327
74,0.0010550962535124358,0.011981825259262844
75,0.003657459925523147,0.01176551790050571
76,0.004553221742628933,0.013516050822559803
77,0.002178415753767022,0.012751545143565015
78,0.001175973110286876,0.013989306997419113
79,0.0010834102262104925,0.012126624164733268
80,0.0010781635046026512,0.011095772166588596
81,0.0009310018953220859,0.013016185972706549
82,0.0010863080514184535,0.013200140275460268
83,0.0011796623042606021,0.013267627318522759
84,0.0008689892105784769,0.013632304537745695
85,0.0008617159323772144,0.012520426834401275
86,0.000826458185145708,0.012229290498893649
87,0.0011764562322112804,0.012022872976515265
88,0.0013786392993682818,0.011012070099010117
89,0.004090654854311876,0.013309457593427469
90,0.001991433023818509,0.011606170531613605
91,0.003239076325566759,0.013579437017647756
92,0.004083154647697197,0.017186634630123744
93,0.002876673167790435,0.012344558963492985
94,0.0015689176851490165,0.012232319425998462
95,0.0018010184379585819,0.01419336329184709
96,0.0009690999375952867,0.013422549121998369
97,0.0008094171460129992,0.013592474591282626
98,0.0007857635961983728,0.013073659976870412
99,0.000760074644152832,0.012924825582313277
100,0.0007166616244801877,0.013150313323999326
101,0.000622246813836516,0.01367523064578159
102,0.0006633863361636347,0.012915831813145252
103,0.0006230426884466808,0.013131037469036759
104,0.0005971116201737343,0.012484870391846117
105,0.0005307794885059232,0.013305588871137135
106,0.0005506725187655793,0.011913677805938595
107,0.0005205992864950913,0.012634016266683973
108,0.0006041833922903789,0.012555437491437981
109,0.0006166558933856825,0.01224657961921323
110,0.001184196401369911,0.014593908323034172
111,0.008606638626480416,0.013825658801203919
112,0.004084248177613638,0.013029994345122269
113,0.0022214573412521247,0.015165220225407254
114,0.0011028615165380633,0.012746755233300584
115,0.0007689206770724366,0.012637190748050454
116,0.0007200990364324412,0.01297948487927132
117,0.0017375019957049916,0.013199268838405491
118,0.0007336479332616986,0.015692024517597422
119,0.0008424288022053347,0.01485762717239263
120,0.0011218010449115417,0.013370104455610826
121,0.0007937671008018019,0.01340969596316831
122,0.0006352455943150947,0.013210609771444328
123,0.0006681967482287607,0.013287977141786426
124,0.0006483381665386175,0.01374471471053622
125,0.005121621611109748,0.015580217777160071
126,0.0021749882545262643,0.013562285114035365
127,0.001062176574580265,0.013058263623702621
128,0.0007782578186587044,0.011941581476657163
129,0.0006114092263973586,0.012859509184232188
130,0.0005604750619638822,0.012309039874549305
131,0.0006374279234798086,0.01390695094966167
132,0.0010345233740528502,0.01657628803513944
133,0.0011516054391863088,0.015015471567739807
134,0.000774156101344081,0.01458832627487561
135,0.0006764620706251903,0.013882809710348882
136,0.0022542111691354334,0.01514222217161977
137,0.0009572140009463531,0.013342747778912622
138,0.0006611851358559774,0.012976570776478935
139,0.0004997322818976146,0.012827657744295836
140,0.0004685870911309402,0.014170740479751238
141,0.0005389812767753361,0.012826423912811729
142,0.00047006140892036667,0.013146493326140834
143,0.00045923175503256343,0.012994619353400868
144,0.0016131214489182246,0.012691988399074901
145,0.0032747808122767143,0.016537984592899208
146,0.003973472067399469,0.014586095173384935
147,0.001479892659779281,0.012622071390358052
148,0.0008617528464664284,0.014286929370081495
149,0.0006118740705182121,0.014459557147578352
150,0.0006187707326613095,0.01377347787834763
151,0.000520099069525543,0.01377080187537811
152,0.0004491546364967843,0.012898450580588172
153,0.0004484237565541508,0.012392740850041191
154,0.0004453414111009046,0.01425493284616442
155,0.0006678438753146916,0.014271882055918611
156,0.0005056958432419897,0.014175538981651208
157,0.00045560450826295264,0.013779987970973172
158,0.0005821504250868356,0.013130810834275234
159,0.00067013831426162,0.012924901884241355
160,0.0006484304263456363,0.015617800240833608
161,0.0010941405918158923,0.01383512918763454
162,0.004319764748263517,0.013547967237952565
163,0.001704453174054057,0.012759494030707709
164,0.000894315593948239,0.012325453095226771
165,0.0008609134975776127,0.013225484337280727
166,0.0006953146571525241,0.01325614230581633
167,0.0010211650754849227,0.012601849369867335
168,0.0006483885378270627,0.01246890593098388
169,0.0006131013057574196,0.012380412456372546
170,0.0004729960860230547,0.012718304017898701
171,0.00044083787228265715,0.012384520496226965
172,0.0004989058913564157,0.012607357517394814
173,0.00045508227623907685,0.01255862703288181
174,0.0004373279687354222,0.01424570650874918
175,0.0004123455329057144,0.012816780825175109
176,0.0004819208984600793,0.010567447894053268
177,0.0004081878934114572,0.012367973301840562
178,0.0029735325196556975,0.014858643346030029
179,0.0034951473049102903,0.013621722259336994
180,0.0016857777936405344,0.013758296586780084
181,0.0011869390023612847,0.013992990064065135
182,0.0008079710258484592,0.013014166676882832
183,0.0005686976920975985,0.01193993914842842
184,0.00047123656205760666,0.012924294342242536
185,0.0004483499635594629,0.012681034206974483
186,0.0003972994059974915,0.012854583116085639
187,0.0004137098703764115,0.012292389504774104
188,0.00037092575620669555,0.012354974792013683
189,0.000356673311220735,0.013018859977213046
190,0.00038794745169112193,0.01291450396150587
191,0.00033119961070656974,0.012432657476026742
192,0.00039594721259840563,0.01225701490387557
193,0.0003899088030461473,0.013613002406181915
194,0.004235856444003447,0.013992557642124002
195,0.001877211112041052,0.01281457451830012
196,0.001272104978819216,0.012841510543015801
197,0.000813944257206292,0.011487765531499116
198,0.0007073454058901343,0.01233882962962583
199,0.0007915049016562856,0.012656765485492846
200,0.000553510775343094,0.011910267436640367
